name,final,coryat,right,wrong,uid,playerid
Katie,0,9200,12,0,3123,6306
Russ,7199,14400,28,7,3123,6301
Arlen,-2200,-2200,3,4,3123,6307
Ken,16800,16400,21,3,3124,6310
Mary,0,5600,16,4,3124,6309
Robby,11400,6000,13,7,3124,6308
Keith,22401,17200,22,4,3125,6312
Jim,0,9000,12,1,3125,6311
Ken,4399,8800,15,4,3125,6310
Russ,22300,23800,29,2,3126,6301
Lynne,1,3600,8,2,3126,6314
Kevin,3800,5800,8,0,3126,6313
Russ,18001,11600,19,5,3127,6301
David,6000,12600,15,3,3127,6316
Parker,4000,9000,15,4,3127,6315
Jeremy,1799,8800,18,5,3128,6318
Cathy,-200,-200,12,5,3128,6317
Sean,11599,12800,19,5,3128,6045
Sean,6399,12400,17,1,3129,6045
Brian,1,9200,19,8,3129,6320
Linda,2600,5600,14,7,3129,6319
Sean,26800,23000,28,3,3130,6045
Steve,0,12400,18,3,3130,6322
Melanie,400,1400,6,3,3130,6321
Sean,28800,14800,18,1,3131,6045
Emily,19200,9600,11,2,3131,6324
Marc,2899,11800,17,1,3131,6323
Sean,32200,17000,26,3,3132,6045
David,12401,15200,16,2,3132,6326
Bridget,1,6200,9,1,3132,6325
Joe,4000,8600,13,3,3133,6328
Naomi,100,5800,10,1,3133,6327
Tom,16100,19600,22,3,3133,6207
Tom,14600,24400,29,3,3134,6207
Chris,8099,15400,20,0,3134,6330
Lisa,8800,4800,6,2,3134,6329
Stefan,13199,20000,28,1,3135,6261
Enrique,30799,15800,18,4,3135,6332
Elisabeth,1,3400,7,3,3135,6331
Tom,31800,16800,22,2,3136,6207
Melanie,471,600,6,4,3136,6334
Luis,16900,16000,23,5,3136,6333
Enrique,800,13000,17,3,3137,6332
Judy,14400,15600,16,1,3137,6336
Dave,1,13200,20,3,3137,6335
Tom,22000,15000,19,1,3138,6207
Belinda,3500,11000,11,0,3138,6338
Michael,1600,10200,20,6,3138,6337
Judy,4000,13000,17,5,3139,6336
Gary,13600,12600,14,0,3139,6340
Marcus,6799,15800,19,2,3139,6339
Tom,33600,23800,25,0,3140,6207
Jennifer,0,6600,15,3,3140,6342
A.J.,1,12200,15,6,3140,6341
Wolf,2000,-4600,5,6,3141,6345
Dana,9300,4800,11,2,3141,6344
Andy,68000,28600,32,2,3141,6343
Tom,34800,21000,25,1,3142,6207
Ron,11700,6000,11,3,3142,6347
Snowden,32400,13600,20,3,3142,6346
Gary,8401,9600,18,5,3143,6340
Jillian,598,4200,8,1,3143,6349
Claxton,5600,7600,14,2,3143,6348
Tom,11600,16400,17,4,3144,6207
Dave,0,11000,22,5,3144,6206
Steve,24800,12000,14,1,3144,6350
Gary,20000,18600,25,1,3145,6340
Diane,1900,1200,4,3,3145,6352
Austin,9758,11800,16,3,3145,6351
Gary,9800,11800,16,0,3146,6340
Jon,25602,22800,26,2,3146,6354
Marlene,600,8600,12,3,3146,6353
David,15200,10600,14,3,3147,6356
Sandi,3000,5600,9,2,3147,6355
Chris,36399,29800,33,3,3147,6290
Jon,-1400,-1400,12,9,3148,6354
Kelsey,6200,14000,17,2,3148,6358
Joann,19500,14000,19,3,3148,6357
Chris,22799,27200,33,3,3149,6290
Bobbie,4600,4600,9,3,3149,6360
William,1200,11800,14,2,3149,6359
Joann,99,8400,15,2,3150,6357
Rachel,-2000,-2000,1,3,3150,6362
Christopher,23000,16800,30,8,3150,6361
Christopher,14400,8400,17,6,3151,6361
Katie,8900,12400,21,3,3151,6364
Andy,17400,9400,11,3,3151,6363
Andy,16400,14600,17,2,3152,6363
Pat,7100,5600,10,2,3152,6366
Jeffrey,1000,4000,17,7,3152,6365
Andy,20000,29400,27,1,3153,6363
Gregg,9143,9200,16,4,3153,6368
Jessica,1500,1400,11,2,3153,6367
Chris,22799,17000,23,2,3154,6290
Jenny,0,13200,16,4,3154,6370
Bruce,1,5600,10,3,3154,6369
Andy,15800,18400,28,5,3155,6363
Jose,100,4600,10,1,3155,6372
Stan,2769,11400,16,4,3155,6371
Chris,29199,17200,28,5,3156,6290
Joy,600,2600,10,2,3156,6374
Jonathan,2199,2200,9,6,3156,6373
Chris,12401,16000,24,4,3157,6290
Glenn,12000,6000,9,3,3157,6376
Diana,12200,4800,14,5,3157,6375
Andy,11599,14800,19,3,3158,6363
Cheryl,4198,4400,9,3,3158,6378
Jenifer,13400,11400,19,2,3158,6377
Jenifer,6300,13000,17,2,3159,6377
Josh,2800,11200,18,2,3159,6380
Lynn,10400,12000,12,0,3159,6379
Renzo,25300,19800,27,2,3160,NA
Deborah,1000,8200,11,3,3160,6382
Michael,1731,5000,13,5,3160,6381
Lynn,10700,12600,15,1,3161,6379
Elizabeth,399,12200,13,3,3161,6384
Ben,20400,8600,17,3,3161,6383
Renzo,25700,19200,24,2,3162,NA
Lance,5200,5200,11,2,3162,6386
Lynn,19000,18200,19,1,3162,6385
Renzo,33600,19600,23,0,3163,NA
Kristine,1599,800,9,6,3163,6388
Billy,1601,13400,16,0,3163,6387
Ben,999,13800,16,1,3164,6383
Nicole,6200,11200,15,4,3164,6392
Nirav,20500,14800,20,1,3164,6391
Nirav,6000,9800,18,3,3165,6391
Noam,25799,12600,16,1,3165,6390
Kim,20800,24800,24,2,3165,6389
Renzo,1400,13200,23,2,3166,NA
Jennifer,1200,1200,3,2,3166,6394
Stan,21399,24600,27,2,3166,6393
Stan,19201,17800,24,3,3167,6393
Kevin,18000,9600,14,3,3167,6396
Mary Margaret,1,9600,16,3,3167,NA
Noam,8999,15000,15,4,3168,6390
Genevieve,8800,11000,18,4,3168,6398
Terry,24001,12800,16,0,3168,6397
Terry,25401,12600,18,2,3169,6397
Nathan,17200,8600,15,3,3169,6400
Tammy,6986,12800,15,2,3169,6399
Stan,14399,17800,24,1,3170,6393
Geoff,21155,10600,15,4,3170,6402
Ed,1,14600,15,5,3170,6401
Terry,33901,17400,21,2,3171,6397
Jeff,300,15600,22,3,3171,6404
Emma,8800,6000,11,1,3171,6403
Geoff,2845,8600,12,1,3172,6402
Wilson,11401,8600,11,0,3172,6406
David,27000,30200,34,2,3172,6405
Terry,16001,17200,21,2,3173,6397
David,500,8000,12,2,3173,6408
Abra,3200,11000,18,3,3173,6407
David,15000,23000,31,6,3174,6405
Nancy,3000,3000,5,0,3174,6410
Dan,8799,7400,16,4,3174,6409
David,4800,20400,31,3,3175,6405
Tom,37800,19800,20,0,3175,6412
Wendy,3100,6000,5,1,3175,6411
Terry,23401,17400,21,1,3176,6397
Carin,1400,10000,12,1,3176,6414
Joey,400,9400,15,3,3176,6413
Tom,32200,12400,16,5,3177,6412
Susan,10900,8200,14,3,3177,6416
James,11001,14200,23,1,3177,6415
Kareem,8800,12400,13,3,3178,6419
Soledad,6200,5000,9,3,3178,6418
Michael,24800,17400,23,2,3178,6417
Terry,5599,14400,19,2,3179,6397
Kevin,31199,16400,18,2,3179,6421
Evelyn,9000,9000,15,3,3179,6420
Tom,32300,12400,19,5,3180,6412
Liz,15900,16200,23,4,3180,6423
Marc,2800,8200,12,3,3180,6422
Kevin,19800,25000,30,3,3181,6421
Matt,9600,10200,15,3,3181,6425
Valerie,5200,2600,5,2,3181,6424
Tom,16799,8400,18,2,3182,6412
Doug,27400,17400,19,2,3182,6427
Richard,50,10800,15,3,3182,6426
Doug,25200,13200,20,2,3183,6427
Frank,29100,15600,16,2,3183,6429
Sarah,23999,12200,18,3,3183,6428
Kevin,25999,19400,24,1,3184,6421
Deb,13500,6800,9,2,3184,NA
Dave,20399,12200,20,4,3184,6432
Kevin,2799,4800,10,3,3185,6421
Jen,19410,13800,19,1,3185,6431
George,18000,16800,20,0,3185,6430
Frank,300,12400,17,2,3186,6429
Dave,18800,24000,32,3,3186,6435
Teresa,0,5600,6,1,3186,6434
Dave,23400,22800,29,0,3187,6435
Nancy,1000,7000,5,0,3187,6437
Don,28800,15200,21,1,3187,6436
Don,0,1200,9,3,3188,6436
Al,18000,26200,32,4,3188,5242
Jennifer,4000,4000,8,4,3188,6438
Jen,16600,11600,16,1,3189,6431
Paul,-2000,3200,13,4,3189,6440
Randie,23201,14200,17,4,3189,6439
Randie,20000,10000,11,1,3190,6439
Johnny,20001,22000,29,2,3190,6442
Jaime,5000,7800,11,2,3190,6441
Crystal,15700,16200,21,3,3191,6446
Naomi,5300,6800,8,1,3191,6443
Alex,12400,20800,26,3,3191,6445
Michelle,20800,7800,10,0,3192,6448
Wil,16299,17400,27,3,3192,6447
Holly,25998,13000,14,2,3192,6444
Johnny,15100,9600,19,8,3193,6442
Christine,15201,14200,19,2,3193,6450
Justin,5100,6400,8,2,3193,6449
Christine,21001,16400,19,3,3194,6450
Jamison,3500,7200,14,3,3194,6452
Imran,10999,8000,15,4,3194,6451
Christine,18201,9600,14,5,3195,6450
William,7200,3600,10,6,3195,6454
Jennifer,10900,9400,18,6,3195,6453
Christine,14300,10200,16,4,3196,6450
Ed,0,11200,17,3,3196,6456
Sara,2400,4400,13,5,3196,6455
Christine,4000,7000,11,2,3197,6450
Roopa,3992,14000,16,2,3197,6458
Chris,7999,16200,20,1,3197,6457
Will,20801,17600,24,3,3198,6461
Bonny,4134,10400,16,3,3198,6460
Emily,11600,8600,10,1,3198,6459
Steve,0,7600,12,2,3199,6350
Liz,100,5800,14,4,3199,6463
Frank,15250,17200,19,1,3199,6462
Zach,51999,29400,32,1,3200,6466
Samantha,13598,6800,11,2,3200,6465
Kennedy,6600,5200,9,3,3200,6464
Gabriel,21995,21600,26,2,3201,6469
Lindsay,17900,9000,16,2,3201,6468
Forrest,2800,3000,9,4,3201,6467
Frank,28850,24200,34,4,3202,6462
Clay,0,0,5,5,3202,6471
Carolyn,28800,11000,13,1,3202,6470
Solomon,17001,14000,19,4,3203,6474
Aidan,22800,16800,21,2,3203,6473
Rachel,13800,11800,17,2,3203,6472
Hema,18901,10800,15,2,3204,6477
Gabe,16500,17200,28,5,3204,6476
Stephanie,700,5400,12,6,3204,6475
Frank,11800,16400,26,1,3205,6462
Regina,200,4200,7,1,3205,6479
Asad,3100,8600,15,6,3205,6478
Zach,30399,19600,25,0,3206,6466
Aidan,39601,23600,23,2,3206,6473
Hema,0,4600,7,0,3206,6477
Frank,4400,4400,13,4,3207,6462
Kate,12800,14800,20,6,3207,6481
Matt,4700,11200,16,4,3207,6480
Kate,38800,19400,25,1,3208,6481
Joanne,1000,4000,9,5,3208,6483
Clinton,39000,19200,19,3,3208,6482
Gabriel,30000,21600,26,4,3209,6469
Will,30001,17600,21,1,3209,6461
Solomon,3000,2000,8,5,3209,6474
Lindsay,7999,4000,8,2,3210,6468
Gabe,23598,13600,15,2,3210,6476
Rachel,23600,20400,29,5,3210,6472
Clinton,6100,9000,12,2,3211,6482
Barry,0,2600,18,8,3211,6485
Margaret,20800,19800,23,1,3211,6484
Aidan,0,400,7,4,3212,6473
Will,26000,12200,22,3,3212,6461
Rachel,33000,25800,27,3,3212,6472
Margaret,31200,18800,22,1,3214,6484
Joy,5000,4000,6,2,3214,6487
Dave,15500,15600,23,2,3214,6486
Chris,14799,10000,19,7,3215,6457
Scott,11599,15200,22,4,3215,6489
Melisa,11599,5800,11,3,3215,6488
Margaret,2799,4000,7,1,3216,6484
Neil,50,9600,14,3,3216,6491
Todd,6799,13200,26,6,3216,6490
Chris,18700,21000,27,5,3217,6457
Røb,0,7000,12,1,3217,NA
Magdalen,1999,8600,13,5,3217,6492
Todd,3199,15200,20,3,3218,6490
Lili,8600,11600,16,3,3218,6495
Rich,5000,10400,15,2,3218,6494
Chris,20200,10200,19,4,3219,6457
Drusha,990,4600,9,4,3219,6497
Jarret,20401,13400,18,1,3219,6496
Lili,6800,13000,16,1,3220,6495
Rob,6000,10800,17,1,3220,6499
Elizabeth,5199,8600,13,1,3220,6498
Lili,0,6800,13,1,3221,6495
Jeff,8100,6400,17,4,3221,5837
Caroline,3900,9200,16,3,3221,6500
Julie,0,11800,21,3,3222,6503
Jane,30601,19600,24,2,3222,6502
Robin,1,4200,5,1,3222,6501
Jarret,4400,10000,17,2,3223,6496
Ben,20801,18600,20,2,3223,6505
Barbara,1700,6800,11,0,3223,6504
Ben,31001,21000,24,2,3224,6505
Cathy,0,6600,9,1,3224,6509
Patrick,13500,14400,22,4,3224,6506
Jeff,23601,14800,24,4,3225,5837
Mike,23500,11800,12,2,3225,6508
Lisa,17000,8800,11,0,3225,6507
Ben,0,18000,25,4,3226,6505
Jen,5,4400,6,1,3226,6511
Robert,20700,12000,18,2,3226,6510
Robert,800,11400,22,6,3227,6510
Mike,4700,10200,14,4,3227,6513
Cristy,2400,11000,14,3,3227,6512
Mike,23200,12200,15,1,3228,6513
Nancy,1199,1600,8,5,3228,6515
Jody,25000,21400,26,2,3228,6514
Jody,16500,15400,22,2,3229,6514
Grant,5600,7200,12,1,3229,6517
Kelly,100,8200,16,4,3229,6516
Jeff,2800,6800,12,4,3230,5837
Ron,300,15400,23,6,3230,6519
Marianne,13801,15800,16,0,3230,6518
Jody,21999,11800,21,4,3231,6514
Leigh-Anne,11999,6000,12,2,3231,6521
Kimberly,22200,14200,14,0,3231,6520
Kimberly,4000,13000,20,4,3232,6520
Shawna,19600,9800,13,1,3232,6523
Ryan,1,11600,13,2,3232,6522
Marianne,7200,7200,9,2,3233,6518
David,23400,20400,25,3,3233,6525
Kim,100,7000,18,5,3233,6524
Shawna,2999,6400,13,3,3234,6523
Dave,39999,17800,22,2,3234,6527
Kathleen,26600,15200,18,1,3234,6526
Dave,20601,13200,17,1,3235,6527
Todd,20600,17400,22,3,3235,6529
Emily,0,10600,15,3,3235,6528
David,400,9600,18,5,3236,6525
Cynthia,0,6600,10,1,3236,6531
John,12600,13400,18,3,3236,6530
Dave,21200,22800,28,5,3237,6527
Chris,6000,6000,8,1,3237,6533
Sheryl,12400,7600,13,4,3237,6532
John,0,18800,24,2,3238,6530
Arthur,39500,18400,19,0,3238,6535
Lorraine,200,800,10,5,3238,6534
Dave,25400,22000,27,3,3239,6527
Sidarth,9601,12600,16,3,3239,NA
Denise,4782,4800,12,1,3239,6536
Dave,27601,18200,26,4,3240,6527
Angie,14400,11200,13,2,3240,6539
Paul,1,13800,14,2,3240,6538
Arthur,34200,23400,27,3,3241,6535
Matt,3599,6000,10,3,3241,6541
Deborah,2399,4200,11,3,3241,6540
Dave,25999,12800,19,4,3242,6527
Jove,34401,15400,22,3,3242,6543
Sarah,200,4200,10,3,3242,6542
Arthur,27600,23400,24,1,3243,6535
Sean,21500,10800,14,0,3243,6545
Janice,27600,13400,18,0,3243,6544
Jove,1001,13800,19,1,3244,6543
Leigh,26398,12200,13,0,3244,6547
Seyi,22799,15200,20,1,3244,6546
Arthur,36000,19000,24,4,3245,6535
Janice,0,18000,22,0,3245,6544
Damon,3800,3800,6,2,3245,6548
Leigh,8602,14200,16,2,3246,6547
Siobhan,10799,15000,18,2,3246,6550
Jason,1,6200,16,5,3246,6549
Arthur,2200,13600,21,2,3247,6535
Beverly,6000,5800,12,4,3247,6552
Patrick,24600,16200,20,1,3247,6551
Patrick,20401,17200,26,0,3248,6551
Jeff,20400,10200,18,4,3248,6554
Gay,100,1400,7,4,3248,6553
Jennifer,16401,14200,19,2,3249,6557
Bridget,6200,8200,8,0,3249,6556
Kevin,5000,9200,20,4,3249,6555
Christopher,200,13200,18,2,3250,6560
Harry,17000,13200,18,1,3250,6559
Joshua,1,9400,12,3,3250,6558
Patrick,38001,12400,19,2,3251,6551
Jennifer,17999,16000,20,1,3251,6562
Vince,9000,10000,10,1,3251,6561
Jennifer,2399,3200,8,2,3252,6557
Ryan,20800,18800,28,3,3252,6564
Bobbie,6401,3200,11,1,3252,6563
Siobhan,7403,6400,12,4,3253,6550
Dave,2399,1200,9,4,3253,6565
Jennifer,20000,20000,23,3,3253,6557
Jennifer,8799,20200,22,2,3254,6557
Saif,100,3000,9,4,3254,6567
Naomi,6300,13800,21,2,3254,6566
Ryan,12400,14200,24,5,3255,6564
Tom,1601,6000,13,5,3255,6569
Mallory,1000,800,8,4,3255,6568
Ryan,17100,20600,27,3,3256,6564
Allison,6000,4000,12,2,3256,6571
Dan,3199,5600,9,2,3256,6570
Ryan,20400,8400,15,5,3257,6564
Stephen,23200,11800,15,7,3257,6573
Sarah,21600,10600,18,3,3257,6572
Ryan,41600,20800,25,2,3258,6564
Abby,800,9800,11,0,3258,6575
Matt,1599,21000,22,0,3258,6574
Stephen,24700,14000,19,3,3259,6573
Michael,200,6200,16,2,3259,6577
Susan,13201,12800,16,4,3259,6576
Patrick,0,8600,16,2,3260,6551
John,11599,15400,15,0,3260,6579
Marisa,5000,7000,13,6,3260,6578
Stephen,30398,16200,24,3,3261,6573
Vince,5599,16600,17,2,3261,6581
Kathy,15700,9200,15,4,3261,6580
John,7999,18800,23,2,3262,6579
Judy,10800,7400,10,0,3262,6583
Chris,18801,15600,21,3,3262,6582
Stephen,18392,9200,16,3,3263,6573
Chris,1200,15400,20,2,3263,6585
Breanne,5000,12200,15,1,3263,6584
Stephen,969,8000,19,6,3264,6573
Sergiu,-200,-200,3,3,3264,6587
Jessica,16400,22200,24,1,3264,6586
Jessica,33300,20200,24,3,3265,6586
Hayes,21600,16600,17,2,3265,6589
Patty,3200,3200,8,2,3265,6588
Jessica,6000,6000,12,4,3266,6586
Neel,30001,19400,23,3,3266,6591
Megan,15000,15000,20,3,3266,6590
Chris,17999,13000,21,1,3267,6582
Matt,28001,14800,19,2,3267,6593
Jennifer,500,5000,10,5,3267,6592
Neel,7100,7000,11,2,3268,6591
Jennifer,32401,16600,22,0,3268,6595
Charles,30001,14400,17,1,3268,6594
Jennifer,27400,21200,27,0,3269,6595
Dave,5,6200,8,1,3269,6597
Kelly,3900,7800,11,2,3269,6596
Matt,10600,10000,18,6,3270,6593
Phil,2400,2400,10,5,3270,6599
Beth,21201,17000,21,2,3270,6598
Jennifer,7600,7600,12,2,3271,6595
Carter,15800,12000,17,4,3271,6601
Lysette,24001,14200,19,2,3271,6600
Beth,15200,17000,21,4,3272,6598
Laura,5200,4200,11,5,3272,6603
Mike,4300,3600,13,4,3272,6602
Lysette,0,10000,12,1,3273,6600
Andrea,32200,18800,25,3,3273,6605
Brian,10799,13600,15,2,3273,6604
Andrea,6999,10000,23,6,3274,6605
Vaughn,4998,11200,14,4,3274,6607
Susan,7600,3800,5,1,3274,6606
Susan,9999,5200,11,3,3275,6606
Mariann,23400,26400,28,6,3275,6609
Alonso,13999,6800,15,5,3275,6608
Beth,1000,6000,9,3,3276,6598
Deepa,10001,13000,22,5,3276,6611
Bobby,31201,18800,24,3,3276,6610
Mariann,15100,7600,20,4,3277,6609
Jennie,26400,13400,16,1,3277,6613
Jason,26801,15200,17,2,3277,6612
Bobby,5199,14600,21,4,3278,6610
Susie,1000,9200,12,3,3278,6615
George,100,10000,17,1,3278,6614
Jason,17201,12800,18,3,3279,6612
Janna,4399,8200,20,3,3279,6617
Thomas,7199,7600,8,4,3279,6616
Jason,17201,15600,23,2,3280,6612
Adrianne,3600,4600,9,1,3280,6619
Andrew,17197,7800,14,4,3280,6618
Bobby,5800,15800,21,2,3281,6610
Donna,1800,15800,17,2,3281,6621
Doug,0,8000,17,7,3281,6620
Jason,25201,15600,21,2,3282,6612
Roddy,25199,10600,16,2,3282,6623
Joan,2,9000,14,5,3282,6622
Jason,26801,18000,23,2,3283,6612
Kathy,5998,13200,19,2,3283,6625
Fideleon,0,10400,11,1,3283,6624
Bobby,5600,14600,25,5,3284,6610
Ellie,9800,9800,14,0,3284,6627
Pat,2400,2400,6,3,3284,6626
Jason,35199,22000,29,2,3285,6612
Christine,10000,10200,13,4,3285,6629
Dan,11100,5600,12,3,3285,6628
Ellie,12200,13400,17,2,3286,6627
Steve,24401,13800,19,4,3286,6631
Sue,8400,5200,11,3,3286,6630
Jason,5599,12000,18,2,3287,6612
Bern,13100,6600,7,0,3287,6633
Ted,15801,16000,24,3,3287,6632
Pat,55300,26400,30,2,3288,6634
Elizabeth,0,15400,17,2,3288,6635
Doug,9499,4800,7,0,3288,6636
Steve,13200,6600,11,4,3289,6631
Nick,5199,9800,21,6,3289,6638
Jennifer,0,5200,11,4,3289,6637
Ted,2399,13200,20,0,3290,6632
Gila,3000,5000,9,3,3290,6640
Darryl,1,13600,20,2,3290,6639
Gila,12600,7600,11,0,3291,6640
Andrew,26001,17200,25,2,3291,6642
Diane,9700,12600,14,1,3291,6641
Steve,21201,17400,28,3,3292,6631
Ann,300,200,4,1,3292,6644
Michael,20600,10600,16,5,3292,6643
Andrew,399,9400,18,2,3293,6642
Rajeev,799,11600,16,5,3293,6646
Anna,3400,9800,14,6,3293,6645
Steve,16300,17400,20,0,3294,6631
Kathy,100,5200,9,2,3294,6648
Todd,5199,18200,22,3,3294,6647
Anna,1400,3000,12,4,3295,6645
Kelly,2200,7200,13,3,3295,6650
James,7600,14200,22,4,3295,6649
James,101,9200,17,4,3296,6649
Matt,7100,9600,17,3,3296,6652
Rebecca,28402,15200,18,0,3296,6651
Steve,0,7800,15,4,3297,6631
Sonja,5800,6600,11,4,3297,6654
Mary,5600,3800,14,4,3297,6653
Rebecca,24600,12000,21,4,3298,6651
Francie,10600,11600,16,0,3298,6656
Jordan,-2800,-2800,5,6,3298,6655
Sonja,18450,13600,16,0,3299,6654
Brian,18400,8800,18,4,3299,6658
Daniel,4000,13200,18,1,3299,6657
Lyndsey,5700,5800,14,3,3300,6661
Ryan,20311,19200,22,3,3300,6660
Danny,0,7800,17,6,3300,6659
Samira,15400,9400,14,2,3301,6664
Ashley,19000,16200,19,1,3301,6663
Will,46,8200,17,4,3301,6662
Sonja,14200,13000,20,4,3302,6654
Debra,7400,6200,10,2,3302,6666
Jack,24801,18200,19,3,3302,6665
Robbie,3,6800,16,3,3303,6669
James,25198,23600,25,3,3303,6668
Rebecca,11974,15000,14,0,3303,6667
Jack,26000,13000,20,3,3304,6665
Grace,15100,6800,10,1,3304,6671
Tom,13199,17400,24,3,3304,6670
Dan,13584,17200,22,0,3305,6674
Surya,17000,12200,12,1,3305,6673
Nick,20000,14400,20,1,3305,6672
Lindsay,22100,14600,19,2,3306,6677
Leah,21000,11200,17,4,3306,6676
Prashant,5400,9000,14,5,3306,6675
James,10399,16000,21,2,3307,6668
Nick,16001,12600,21,4,3307,6672
Samira,0,6600,11,4,3307,6664
Jack,100,9400,14,2,3308,6665
Monica,500,8000,14,3,3308,6679
Mike,16100,19000,24,4,3308,6678
Leah,9200,6600,11,5,3309,6676
Ashley,-200,-600,10,8,3309,6663
Surya,9500,9400,15,4,3309,6673
Mike,6800,7000,14,2,3310,6678
Valerie,18400,13800,15,1,3310,6681
Don,18000,9000,15,5,3310,6680
Lindsay,2157,18000,21,1,3311,6677
Ryan,24500,15000,19,2,3311,6660
Dan,300,3400,13,4,3311,6674
Ryan,14800,10800,13,1,3312,6660
Nick,20000,15600,22,2,3312,6672
Surya,12800,16200,17,2,3312,6673
Valerie,13000,6800,16,3,3313,6681
Suzan,5400,9200,17,6,3313,6683
Avi,5199,13000,16,7,3313,6682
Valerie,1000,11600,16,4,3315,6681
David,22601,15600,26,3,3315,6356
Anne,5400,4800,6,2,3315,6684
David,30000,29800,36,1,3316,6356
Becky,20400,8000,11,0,3316,6686
Linda,4700,2400,5,2,3316,6685
Rebecca,11600,7800,14,3,3317,6651
Gillian,11900,6000,7,1,3317,6688
Yevgeny,24600,21200,27,3,3317,6687
Yevgeny,22799,23200,26,1,3318,6687
Jeremy,30400,12400,16,2,3318,6689
Christy,2199,8800,14,2,3318,6690
Jeremy,6200,17800,21,4,3319,6689
Mayank,600,7600,12,1,3319,6692
Elizabeth,15600,11000,18,1,3319,6691
Sam,18001,13600,21,4,3320,4101
Mary,9999,5000,11,4,3320,6694
Matt,11500,10400,13,6,3320,6693
Chris,20000,7200,10,2,3321,6697
David,0,11800,17,4,3321,6696
Charles,20800,10800,19,3,3321,6695
Elizabeth,23201,17000,25,4,3322,6691
Lisa,600,600,12,7,3322,6699
Pablo,23200,8400,14,1,3322,6698
Elizabeth,9599,19200,21,2,3323,6691
Ginny,16000,8000,12,2,3323,6701
Matt,6599,12000,18,3,3323,6700
Sam,23100,11200,18,6,3324,4101
Kierre,14800,19800,24,2,3324,6703
Diane,5500,4800,8,1,3324,6702
Ginny,-800,-800,7,4,3325,6701
Tom,6400,14400,22,3,3325,6705
Stewart,3,11600,18,4,3325,6704
Sam,6399,7600,19,8,3326,4101
Alan,13267,8000,14,3,3326,6707
Aimee,17200,17600,17,0,3326,6706
Tom,32800,20000,24,1,3327,6705
Graham,1813,1800,9,4,3327,6709
Leslie,29199,12200,14,0,3327,6708
Tom,4799,5200,16,4,3328,6705
Rhonda,1200,6200,10,4,3328,6711
Ben,11202,16200,21,3,3328,6710
Ben,25608,17000,22,1,3329,6710
Ashok,666,2600,11,6,3329,6713
Kori,22800,9000,15,1,3329,6712
Cheech,12500,10300,24,3,3330,6716
Steven,4000,6000,20,2,3330,6715
Alan,2000,4000,7,1,3330,6714
Ben,12401,6600,16,4,3331,6710
Anne,12200,4600,11,4,3331,6718
Amy,14200,15800,19,0,3331,6717
Amy,21200,9800,14,1,3332,6717
Jesse,25200,13200,18,5,3332,6720
Julia,3400,14400,22,0,3332,6719
Jesse,0,8400,11,2,3333,6720
Jordan,24405,16000,25,4,3333,6722
Suzanne,16800,11800,15,1,3333,6721
Jordan,24405,15400,25,3,3334,6722
Vijay,28801,14600,16,0,3334,6724
Ann,8800,9800,10,2,3334,6723
Vijay,27601,15200,16,0,3335,6724
Todd,27595,15800,18,1,3335,6726
Miriam,14600,7600,18,4,3335,6725
Beau,0,1800,8,4,3336,6729
Judith,1700,3200,15,4,3336,6728
Luke,5700,9500,23,2,3336,6727
Vijay,14399,25400,27,2,3337,6724
Kirby,6399,13600,16,2,3337,6731
Karen,1000,10000,13,0,3337,6730
Vijay,11599,18200,17,1,3338,6724
Becki,6400,3200,13,5,3338,6733
Shelby,5200,13600,19,4,3338,6732
Vijay,4600,5000,10,4,3339,6724
Cyd,11199,17800,20,3,3339,6735
Kyle,3400,11200,18,2,3339,6734
Cyd,31199,17000,20,3,3340,6735
Leslie,42,7400,16,5,3340,6737
Ryan,8400,16800,19,2,3340,6736
Cyd,1000,8200,16,2,3341,6735
Robert,12799,16200,23,3,3341,6739
Sarah,2577,4600,7,3,3341,6738
Matt,1,3000,13,7,3342,6742
Becca,22399,11200,14,1,3342,6741
Josh,11799,13000,20,3,3342,6740
Robert,5400,6800,19,5,3343,6739
Rachel,12000,9800,15,3,3343,6744
Nick,9999,12800,14,1,3343,6743
Rachel,16000,14800,15,2,3344,6744
Jayson,1500,11200,19,2,3344,6746
Amanda,25200,14800,17,1,3344,6745
Amanda,1,13800,14,0,3345,6745
Jessica,17199,8600,19,2,3345,6748
Jim,19599,19600,23,4,3345,6747
Anderson,0,10000,12,3,3346,6751
Aisha,0,9000,14,5,3346,6750
Cheech,10200,13400,20,4,3346,6749
Jim,1,10000,12,2,3347,6747
Sarah,8000,8000,15,4,3347,6753
Kristian,21700,22600,26,1,3347,6752
Kristian,13200,19200,25,3,3348,6752
Jonathan,7400,6400,15,2,3348,6755
Lisa,4200,7200,14,4,3348,6754
Kristian,38399,19200,26,0,3349,6752
Regina,38500,18000,19,1,3349,6757
Colin,15700,10200,9,2,3349,6756
Regina,19401,11600,17,0,3350,6757
Tatiana,7100,11200,14,1,3350,6759
Derek,11900,16000,18,1,3350,6758
Regina,21200,10600,11,3,3351,6757
Susan,20600,10400,15,2,3351,6761
Sean,399,11800,19,3,3351,6760
Regina,11599,19000,25,3,3352,6757
Kerry,10000,13000,16,1,3352,6763
Huat,1500,6800,11,2,3352,6762
Regina,0,6200,10,2,3353,6757
Manny,12500,7400,14,2,3353,6765
Melissa,8999,11200,17,1,3353,6764
