name,final,coryat,right,wrong,uid,playerid
Meredith,11300,10800,15,2,1123,2288
Michael,4400,7200,11,0,1123,2287
Emily,35200,25000,26,0,1123,2286
Rachel,30001,23400,25,0,1124,2291
Bobby,2,8000,10,1,1124,2290
Thomas,25000,14800,22,2,1124,2289
Susan,1,4200,8,1,1125,2276
Eric,15201,10800,23,9,1125,2293
Rebecca,2600,9600,15,4,1125,2292
Pat,999,6500,15,2,1126,2264
Dan,3900,3600,17,2,1126,2253
Dave,12800,5700,19,4,1126,2261
David,4900,4500,14,3,1127,2263
John,7599,6100,20,3,1127,2273
J.J.,13911,7000,18,2,1127,2267
Juliet,7400,4400,11,2,1128,2262
J.J.,9000,7400,20,2,1128,2267
Dave,7100,6600,21,3,1128,2261
Eric,-2800,-800,11,10,1130,2293
Lisa,100,5800,15,6,1130,2295
Bruce,9599,11800,19,4,1130,2294
Robert,10900,7000,20,2,1131,2298
Dan,1099,4100,17,8,1131,2297
Karen,10799,5400,17,0,1131,2296
Robert,0,4800,12,3,1136,2216
Tom,10000,11000,14,2,1136,2312
Marcy,5400,8400,16,3,1136,2311
Tom,21500,8400,17,4,1137,2312
Amanda,12600,9600,16,2,1137,2314
Mark,21601,10800,14,1,1137,2313
Mark,10799,13600,18,6,1138,2313
Christine,2400,5800,7,3,1138,2316
Kevin,3600,3600,13,5,1138,2315
Mark,25600,12800,19,2,1139,2313
Deborah,0,12000,14,2,1139,2318
Joel,0,9000,16,2,1139,2317
Mark,9500,10600,17,4,1140,2313
Doug,8200,4400,13,5,1140,2320
Kim,3800,4400,9,3,1140,2319
Bob,7199,13300,31,4,1141,1455
Pete,18800,4900,16,1,1141,2322
Lynn,5799,2900,7,1,1141,2321
Pete,0,4100,16,2,1142,2322
Naomi,8201,5800,21,6,1142,2324
Dave,5599,2600,9,2,1142,2323
Naomi,399,3800,14,3,1143,2324
Shari,8600,5300,20,5,1143,2326
Jason,9400,4700,16,4,1143,2325
Jason,7399,8100,28,4,1144,2325
Helen,0,3800,7,0,1144,2328
Brooks,100,2900,9,2,1144,2327
Jason,4599,8100,19,0,1145,2325
Chad,0,5800,16,3,1145,2330
Ronda,5800,5100,16,3,1145,2329
Ronda,0,4900,17,2,1146,2329
Alberto,6800,10200,19,1,1146,2332
Kate,12400,7400,21,2,1146,2331
Kate,5600,3300,13,3,1147,2331
James,12300,8400,21,4,1147,2334
Ron,800,3400,13,7,1147,2333
Phil,1200,2700,8,5,1148,2337
Amy,4201,4600,13,3,1148,2336
Dylan,5999,4200,18,4,1148,2335
Dylan,500,1500,13,7,1149,2335
Darlyne,0,800,13,8,1149,2339
Doug,10400,6400,15,0,1149,2338
Robert,8500,8400,22,3,1150,2342
Jonathan,0,3600,15,1,1150,2341
Barbara,1199,10000,20,1,1150,2340
Derek,14600,7900,19,0,1151,2345
Amanda,11000,9400,19,0,1151,2344
Joe,0,8300,20,1,1151,2343
Marv,6799,7400,20,3,1154,2351
Susan,1600,4800,15,6,1154,2350
Sasha,3199,5000,15,2,1154,2349
Kirstin,10700,6500,23,6,1155,2354
Jim,300,5300,20,0,1155,2353
Bernie,14400,6900,11,0,1155,2352
Bruce,31801,15000,19,3,1156,2294
Jennifer,20799,10400,16,3,1156,2356
Scott,31699,15400,17,2,1156,2355
Bruce,13199,10800,15,2,1157,2294
Ann,799,9600,16,4,1157,2358
Justin,0,6600,17,5,1157,2357
Bruce,10399,10600,13,0,1158,2294
Inie,10800,5600,14,6,1158,2360
Matt,9100,8600,15,6,1158,2359
Daniel,21999,10200,17,2,1159,2228
Wendy,22001,17800,21,3,1159,2362
Peter,12000,8200,15,3,1159,2361
Wendy,6800,18600,21,3,1160,2362
Michael,3000,8400,16,4,1160,2364
Jill,15700,12200,16,2,1160,2363
Jill,25999,15000,20,1,1161,2363
Harrison,13001,11600,16,1,1161,2366
Patti,1099,12600,14,1,1161,2365
Jill,25200,16800,21,1,1162,2363
Robyn,16200,11200,15,3,1162,2368
Thomas,2300,10600,15,3,1162,2367
Jill,18200,11200,19,2,1163,2363
Mala,13300,11400,14,4,1163,2370
Steven,9190,7600,11,4,1163,2369
Inie,1799,4400,8,5,1164,2360
Jim,4800,2400,11,4,1164,2372
Celeste,10600,17600,23,4,1164,2371
Mark,3199,10000,10,2,1165,2313
Dawn,500,8200,11,0,1165,2374
David,11999,13400,25,3,1165,2373
David,22200,10800,15,1,1166,2373
Christopher,0,13800,17,0,1166,2376
Rebecca,10800,14800,15,2,1166,2375
David,10000,11400,19,6,1167,2373
Jeff,9100,9600,14,1,1167,2378
Caroline,100,7600,11,4,1167,2377
David,3700,12000,21,4,1168,2373
Valerie,1400,8400,14,4,1168,2380
Jeremy,5500,7800,10,1,1168,2379
Jeremy,400,400,6,3,1169,2379
Andrea,2800,6400,10,4,1169,2382
Michael,13800,14400,21,5,1169,2381
Celeste,7401,7200,15,6,1170,2371
Alex,7300,11600,16,3,1170,2384
Steve,0,4000,13,7,1170,2383
Celeste,25601,19000,23,5,1171,2371
Erika,8100,5600,8,2,1171,2386
Margaret,12000,12600,20,4,1171,2385
Celeste,16800,18000,24,3,1172,2371
Brent,4200,8600,17,4,1172,2388
Debra,11600,9800,10,2,1172,2387
Celeste,23199,9400,15,4,1173,2371
Matthew,7999,19200,23,3,1173,2390
Theresa,1,5600,7,1,1173,2389
Celeste,0,7400,16,4,1174,2371
Eugene,10000,14800,20,3,1174,2392
Danelle,4600,9400,17,4,1174,2391
Eugene,15200,12000,15,4,1175,2392
Reda,15600,9800,20,6,1175,2394
Brad,16400,8400,15,3,1175,2393
Matt,-1600,-600,5,3,1176,2397
Bob,9600,11100,29,3,1176,2396
Mark,50,4300,13,4,1176,2395
Bob,12700,11100,23,1,1177,2396
Bruce,1200,4200,15,3,1177,2399
Monica,700,2900,11,3,1177,2398
Bob,9400,12200,28,4,1178,2396
Jill,4401,3200,15,4,1178,2401
Dave,3200,2200,10,2,1178,2400
Bob,11700,10600,27,4,1179,2396
Wade,5513,5500,16,2,1179,2403
Chris,0,1600,9,4,1179,2402
Michael,1199,9800,15,4,1180,2381
Nanette,15430,14600,21,2,1180,2405
Jay,4200,5200,12,2,1180,2404
Nanette,23000,12600,18,2,1181,2405
Jason,19999,23600,25,3,1181,2407
Tammie,8800,4800,10,3,1181,2406
Nanette,14600,13000,21,1,1182,2405
John,1800,5800,7,3,1182,2409
Anna,300,10000,15,4,1182,2408
Nanette,11963,13200,15,4,1183,2405
Steve,17200,8400,13,2,1183,2411
Krista,13000,11400,17,3,1183,2410
Steve,1599,11000,18,4,1184,2411
Danielle,3400,3800,9,2,1184,2413
James,100,13000,19,5,1184,2412
Tara,25001,18400,25,2,1185,2416
Amasa,2000,4400,6,2,1185,2415
John,31200,19800,24,3,1185,2414
Arthur,2201,6100,15,2,1186,2419
Pam,100,2100,8,4,1186,2418
Sahir,7787,8000,28,2,1186,2417
Wes,600,6200,19,2,1187,2422
Bob,3200,1600,13,6,1187,1034
Grace,10500,8800,19,4,1187,2420
John,17400,16800,30,7,1188,2414
Tom,800,2400,7,6,1188,2423
Becky,7200,7200,11,3,1188,2421
Lyn,20000,7700,18,3,1189,610
Peter,901,3900,10,2,1189,617
Bob,20001,12000,29,1,1189,1034
Grace,4300,10300,20,0,1190,2420
Kim,8100,5400,18,2,1190,609
Sahir,1156,3300,14,4,1190,2417
Corey,6000,6900,18,3,1191,1756
Bill,3000,2700,12,6,1191,2425
Ashley,0,1800,14,5,1191,2424
Corey,10,4400,14,3,1192,1756
J.J.,2089,5000,16,8,1192,2427
Holly,100,3700,8,3,1192,2426
J.J.,5999,7900,17,0,1193,2427
Jesse,5600,2800,13,3,1193,2429
Michelle,4100,7500,25,5,1193,2428
J.J.,6869,9400,22,2,1194,2427
Mona,2400,2400,8,2,1194,2431
Gary,1,4900,18,6,1194,2430
J.J.,8653,8000,24,5,1195,2427
David,1500,1500,9,6,1195,2433
Hannah,1599,3800,16,3,1195,2432
J.J.,5411,5500,21,5,1196,2427
Greg,399,4700,10,0,1196,2435
Sharon,4999,6500,15,0,1196,2434
Cliff,100,6600,17,1,1197,2438
Karen,1,3500,10,0,1197,2437
Ben,13000,14500,31,1,1197,2436
Ben,0,3800,11,3,1198,2436
Robert,3599,5200,15,3,1198,2440
Andria,3200,3400,19,8,1198,2439
Robert,0,2600,11,2,1199,2440
Matthew,0,0,7,5,1199,2442
Bill,10000,6200,21,7,1199,2441
Bill,1600,9200,18,0,1200,2441
Eric,11000,8700,27,1,1200,453
Donna,100,5600,10,0,1200,2443
Jane,0,8500,21,2,1201,2446
Naomi,0,300,11,6,1201,2445
Teri,0,4700,17,6,1201,2444
Trudy,15401,11600,27,2,1202,2449
Mark,11801,6800,19,3,1202,2448
Karen,9400,4700,11,2,1202,2447
Trudy,4799,8200,18,1,1203,2449
Jesse,12600,6300,18,1,1203,605
Whitney,0,7200,18,3,1203,2450
Louis,21801,10300,22,0,1204,604
Kathy,2000,3500,11,0,1204,2452
Bob,1,10600,24,1,1204,2451
Louis,16001,12100,30,2,1205,604
Steve,1,8000,19,2,1205,2454
Denise,11400,3900,9,0,1205,2453
Jim,5100,8500,21,1,1206,2457
Lara,14600,7900,22,2,1206,2456
Brian,0,5200,13,0,1206,2455
Lara,14400,9700,19,2,1207,2456
Ed,1199,7000,27,4,1207,2459
Pamela,1700,1600,7,2,1207,2458
Lara,9800,9800,24,1,1208,2456
Holly,1800,5700,17,3,1208,2461
Lawrence,1100,900,12,6,1208,2460
Lara,10300,15100,31,1,1209,2456
Mark,500,3000,15,3,1209,2463
Lo,1100,3600,11,1,1209,2462
Lara,10400,9200,23,3,1210,2456
Mel,3999,4000,12,2,1210,2465
Lorin,8100,10400,24,2,1210,2464
Adele,8400,6400,18,3,1211,2468
Jack,6199,10000,25,2,1211,2467
Pat,100,4400,12,1,1211,2466
Keith,17400,11300,15,1,1212,1914
Bruce,34001,22800,20,1,1212,2078
Roger,0,11000,23,10,1212,2469
Pat,7200,8100,20,3,1213,1271
Matt,7200,3600,18,4,1213,2470
Marsha,12201,7400,15,1,1213,1967
Jennifer,2200,2200,10,2,1214,2473
Gardner,0,6600,26,5,1214,2472
Linda,1,7800,17,2,1214,2471
Jennifer,10000,7400,21,1,1215,2473
Dan,16799,8400,18,2,1215,2475
Holly,16800,8000,19,0,1215,2474
Holly,3270,3200,20,5,1216,2474
Tim,9800,11000,21,3,1216,2477
Nancy,1600,2600,10,2,1216,2476
Tim,8900,9900,21,2,1217,2477
Zinie,200,4100,15,1,1217,2479
Chris,3000,5700,17,3,1217,2478
Danielle,400,3400,8,1,1218,2413
Lisa,3800,4200,13,8,1218,2481
Roger,7740,10600,20,6,1218,2480
Roger,15560,7800,15,1,1219,2480
Brooks,17601,16600,19,5,1219,2483
Kristin,14800,8000,17,2,1219,2482
Brooks,5,5200,13,2,1220,2483
Marie,10401,8000,11,4,1220,2485
Ron,12001,15400,19,4,1220,2484
Ron,0,10600,16,2,1221,2484
Chris,6900,14000,21,5,1221,2487
Allison,1500,2800,8,4,1221,2486
Chris,9100,16400,21,4,1222,2487
Sozi,100,11600,16,2,1222,2489
Cynthia,14300,7200,13,1,1222,2488
Barbara,18400,9200,21,2,1223,1174
John,16100,8800,23,0,1223,2491
Nick,1600,4800,13,4,1223,2490
Tim,1,5600,12,2,1224,2477
Monica,2800,6700,24,3,1224,2493
Rita,1,7200,16,1,1224,2492
Monica,9601,6600,20,3,1225,2493
John,5399,10100,23,2,1225,2495
Jim,2900,2900,14,4,1225,2494
Monica,100,5200,15,2,1226,2493
Larry,6800,7400,19,2,1226,2497
Joan,800,5400,14,3,1226,2496
Larry,100,9300,26,3,1227,2497
Elizabeth,0,7000,16,1,1227,2499
Jeff,0,3700,9,3,1227,2498
Larry,2400,1200,14,5,1228,2497
Joyce,17201,7400,21,3,1228,2501
Cathy,10600,8400,19,1,1228,2500
Joyce,9100,6600,25,6,1229,2501
Fritz,6500,5200,16,3,1229,2503
Nancy,5600,7400,13,2,1229,2502
Joyce,199,9000,24,3,1230,2501
Judy,0,1800,7,1,1230,2505
Hugh,4100,7700,19,2,1230,2504
Hugh,4601,6300,14,3,1231,2504
Tom,0,2300,9,2,1231,2506
Janine,11000,9800,27,3,1231,155
Brad,16600,11800,14,2,1232,2393
Lauren,16601,15400,20,0,1232,2508
Dan,1,8000,15,3,1232,2507
Lauren,1599,14000,20,2,1233,2508
Timothy,100,11200,18,3,1233,2510
Nathalie,30400,12400,14,1,1233,2509
Nathalie,200,8600,9,2,1234,2509
Meighan,11600,12800,19,1,1234,2512
Matt,4399,15400,21,3,1234,2511
Meighan,16399,11200,14,2,1235,2512
Robert,13599,14600,23,2,1235,2514
Mary,2399,9400,10,1,1235,2513
Meighan,6399,11600,16,1,1236,2512
Jennifer,3800,4200,16,5,1236,2516
Lou,17800,16800,22,3,1236,2515
Doug,4500,4600,14,3,1237,2338
Lindley,4400,4400,14,3,1237,2518
Peter,7300,4300,14,3,1237,2517
Peter,9001,10500,25,2,1238,2517
Valerie,8800,4500,10,0,1238,2520
Jay,1,1300,13,4,1238,2519
Peter,15301,10800,24,1,1239,2517
Ted,1799,5700,15,1,1239,2522
Trish,1,1600,13,3,1239,2521
Peter,13201,8900,23,0,1240,2517
Dave,7000,5500,13,5,1240,2524
Maryanne,10600,6700,17,0,1240,2523
Peter,1,6000,16,2,1241,2517
Greg,0,5400,12,4,1241,2526
Maribeth,8999,9900,28,2,1241,2525
Maribeth,299,6800,19,3,1242,2525
Betty,13800,6300,16,3,1242,2528
Joel,12150,4700,16,3,1242,2527
Betty,11201,8900,24,1,1243,2528
Rich,6700,5400,11,0,1243,2530
Heather,4400,2200,17,6,1243,2529
Betty,100,3600,20,4,1244,2528
"""Jimmy""",0,2100,12,4,1244,NA
Laura,8500,6300,15,1,1244,2531
Laura,3700,4100,13,3,1245,2531
Eileen,8400,5800,15,2,1245,2534
Chris,400,6000,21,4,1245,2533
Eileen,100,3200,9,1,1246,2534
Sandra,6300,4200,15,5,1246,2536
Steve,7200,5200,17,4,1246,2535
Steve,3500,6800,16,2,1247,2535
David,10000,5100,14,2,1247,2538
Barbara,10,4300,22,6,1247,2537
David,3600,1800,10,3,1248,2538
Phil,300,5400,12,2,1248,2540
Shelley,11199,6300,20,7,1248,2539
Shelley,0,6800,18,2,1249,2539
Joe,50,2400,13,4,1249,2542
Liza,13601,8400,21,1,1249,2541
Liza,199,5900,14,2,1250,2541
Lyn,2,4800,14,3,1250,2543
Matt,1401,5800,16,2,1250,2397
Lou,1599,17200,16,2,1251,2515
Sara,17999,9000,12,0,1251,2545
Sean,14599,18400,26,2,1251,2544
Sara,15200,10600,19,5,1252,2545
Jack,11599,12400,18,2,1252,2549
Allison,7700,4400,7,2,1252,2548
Sara,30400,11800,17,4,1253,2545
Alexandra,0,8800,14,3,1253,2551
Nick,30400,13000,19,3,1253,2550
Sara,8200,17800,18,0,1254,2545
Nick,0,9000,11,1,1254,2550
Cathleen,1,5400,12,3,1254,2552
Sara,7400,7400,10,3,1255,2545
Donna,26601,22000,22,0,1255,2554
Charlton,19999,9600,22,5,1255,2553
Donna,0,6400,6,1,1256,2554
Janet,7400,11200,16,4,1256,2556
Eric,20801,22200,29,2,1256,2555
Eric,15201,12800,19,1,1257,2555
Brett,12801,8800,18,7,1257,2558
Brenda,11200,6600,9,3,1257,2557
Neville,0,5200,13,1,1258,2561
Ariel,1100,6600,18,2,1258,2560
David,10000,5000,21,4,1258,2559
Kristen,13601,13100,32,2,1259,2564
Justin,1399,700,9,3,1259,2563
Kira,10000,6800,16,4,1259,2562
Julie,100,4200,13,4,1260,2567
Jonathan,4300,7300,21,3,1260,2566
Rachel,0,4400,14,0,1260,2565
Sahir,12000,9100,19,0,1261,2570
Deon,1500,4000,13,2,1261,2569
Evan,6399,9900,25,1,1261,2568
Eric,32800,13000,21,2,1262,2555
Lauren,100,10200,13,1,1262,2572
Ken,900,18400,19,1,1262,2571
Eric,9201,11600,18,3,1263,2555
Ray,28801,11400,20,4,1263,2574
Suzette,100,4600,11,3,1263,2573
Jennifer,0,5700,17,0,1264,2577
Enos,11400,9700,21,1,1264,2576
Kathy,7700,8900,19,1,1264,2575
Meghan,4999,2500,11,2,1265,2580
James,9750,5900,21,3,1265,2579
Bea,13798,10300,20,1,1265,2578
Ray,3199,16600,26,0,1266,2574
Lynn,10000,14800,18,4,1266,2582
Jason,1700,2800,7,4,1266,2581
Sahir,13700,7800,20,2,1267,2570
Kathy,0,3600,16,3,1267,2575
James,13598,5800,12,2,1267,2579
Bea,6000,2800,15,5,1268,2578
Enos,9400,9900,31,5,1268,2576
Kira,4200,1900,7,3,1268,2562
Evan,8800,6400,18,5,1269,2568
Kristen,13000,11100,24,0,1269,2564
Jonathan,10800,5300,14,2,1269,2566
Sahir,16500,8500,21,3,1270,2570
Kristen,1000,2900,6,0,1270,2564
Enos,11000,12500,29,1,1270,2576
Dianisbeth,-1200,-1200,11,6,1272,2585
Tommy,26300,20200,28,5,1272,2584
Emily,16400,8200,11,1,1272,2583
Mallory,6000,8000,12,0,1273,2588
Bobby,0,4000,11,8,1273,2587
Emily,18100,19200,22,0,1273,2586
William,6550,8600,17,4,1274,2591
Tom,2740,4200,6,1,1274,2590
Michela,6900,7400,14,1,1274,2589
Ryan,10800,7200,21,3,1275,2594
Doug,10401,6000,18,3,1275,2593
Pete,0,5200,14,2,1275,2592
Regina,15400,11400,13,2,1276,2597
Rowan,5100,10200,17,4,1276,2596
Cary,20200,15200,23,2,1276,2595
Joe,20801,15000,22,3,1277,2600
Scottie,8000,5600,10,4,1277,2599
Claire,8400,10400,15,4,1277,2598
Nancy,0,5600,17,4,1278,2603
David,6500,7800,22,5,1278,2602
Paul,1300,3100,11,1,1278,2601
Katie,9801,7900,21,1,1279,2606
Isabelle,4300,3700,10,2,1279,2605
Michael,8051,3900,17,3,1279,2604
Katie,1500,1500,6,1,1280,2606
Jason,4000,5300,18,5,1280,2608
Susan,0,4800,24,8,1280,2607
Jason,14401,8300,29,4,1281,2608
Kathy,10000,5700,11,1,1281,2610
Bob,6000,3300,10,3,1281,2609
Jason,9800,10600,25,2,1282,2608
Jean,0,2800,14,3,1282,2612
Tom,2500,3500,13,5,1282,2611
Jason,8500,8400,25,4,1283,2608
Wendy,1,1400,6,2,1283,2614
Jack,2900,4000,15,5,1283,2613
Jason,0,6600,18,2,1284,2608
Scott,3942,3100,8,0,1284,2616
Mark,17800,8500,27,5,1284,2615
Mark,10000,12400,30,1,1285,2615
Nancy,5200,4900,14,2,1285,2618
Jay,50,1300,8,2,1285,2617
Lynn,10800,7800,16,3,1286,2582
Sherman,15201,9200,16,5,1286,2547
Nicole,12799,15200,19,5,1286,2546
Sherman,20000,19000,21,0,1287,2547
Kathleen,0,13800,21,6,1287,2620
David,0,7000,13,2,1287,2619
Sherman,7599,9400,12,4,1288,2547
Steve,22785,19800,26,5,1288,2622
Maria,3599,11200,18,1,1288,2621
Steve,0,0,11,8,1289,2622
Oz,3400,8400,14,4,1289,2624
Ruth,28200,27200,29,1,1289,2623
Ruth,400,10400,12,2,1290,2623
Jim,21601,14000,17,4,1290,2626
Liddy,5800,12800,22,4,1290,2625
Babu,13300,8700,23,5,1291,2629
Lisa,2600,1300,10,3,1291,2628
Greg,2,5700,13,1,1291,2627
Jim,36800,12000,24,6,1292,2626
Bret,2400,20600,22,2,1292,2631
Sharon,-400,-400,1,1,1292,2630
Jeremy,5900,6500,24,6,1293,2634
Mike,7200,3700,11,3,1293,2633
Melissa,400,3100,11,4,1293,2632
Jim,22300,9600,17,7,1294,2626
Joe,22601,14200,19,2,1294,2636
Danny,7000,12600,15,2,1294,2635
Steve,7499,9300,19,3,1295,2639
Helen,0,2400,9,1,1295,2638
Chacko,10000,9000,22,2,1295,2637
Joe,28801,14400,21,1,1296,2636
Larry,9000,8800,11,4,1296,2641
Brooke,12900,15400,17,1,1296,2640
Eddie,4399,4700,19,3,1297,2644
Jack,0,2800,13,3,1297,2643
Janet,1600,4800,12,1,1297,2642
Terry,10000,10100,22,2,1298,2647
Darlene,2400,2700,9,4,1298,2646
Carolyn,5500,3800,16,3,1298,2645
Joe,9599,17800,23,4,1299,2636
Andy,2800,3800,15,5,1299,2648
Elesha,6400,11600,15,1,1299,2649
Terry,4000,3400,12,1,1300,2647
Mike,1378,3400,11,4,1300,2633
Robin,10000,9400,29,6,1300,636
Joe,3199,15200,17,2,1301,2636
Linda Sue,1200,4600,10,5,1301,NA
Dave,8600,17800,24,0,1301,2650
Chacko,0,4300,12,5,1302,2637
Jeremy,9100,8000,20,5,1302,2634
Eddie,7300,7100,21,3,1302,2644
Michael,199,5300,18,3,1303,634
Steve,8199,7500,18,1,1303,2639
Carolyn,4800,4400,13,1,1303,2645
Robin,8000,8800,21,1,1304,636
Jeremy,7000,5300,14,5,1304,2634
Steve,4500,6000,20,3,1304,2639
Jeff,17000,12500,26,2,1306,2654
Kitty,5399,8000,20,1,1306,2653
Nate,0,1100,9,2,1306,2652
Dave,8000,10600,18,0,1307,2650
John,11500,17800,21,2,1307,2656
Rick,1,6600,9,5,1307,2655
John,14900,20000,25,2,1308,2656
Andrew,16500,9800,11,1,1308,2658
Rachael,15200,7400,15,4,1308,2657
Karen,2125,2125,20,1,1309,2661
Jack,1100,1925,19,1,1309,2660
Cynthia,2075,2025,12,1,1309,2659
Andrew,24000,14200,18,3,1310,2658
Tracy,30000,21800,24,0,1310,2663
Benjamin,8200,4600,9,3,1310,2662
Jeff,4800,6800,16,3,1311,2666
Neil,1,2000,16,7,1311,2665
Wesley,0,4300,12,7,1311,2664
Jeff,2399,9100,26,4,1312,2666
Mike,5901,4800,13,1,1312,2668
Jennifer,4699,4400,13,1,1312,2667
Mike,10000,11800,29,3,1313,2668
Jason,7500,4100,10,2,1313,2670
Lauren,100,2600,13,4,1313,2669
Mike,2999,4800,24,6,1314,2668
Peggy,1399,6100,11,1,1314,2674
Steve,5601,3400,12,2,1314,2673
Ginny,17000,9800,21,2,1315,2677
Susan,1000,2800,10,3,1315,2676
Joseph,19601,9600,25,2,1315,2675
Mike,13600,9800,23,6,1316,2668
Larry,1799,3000,12,3,1316,2672
Carly,4105,2100,11,4,1316,2671
Jack,7000,4500,24,4,1317,2680
Cynthia,0,2700,14,1,1317,2679
Michael,5800,3150,16,4,1317,2678
Tracy,1,4000,10,2,1318,2663
Jason,4599,19000,22,1,1318,2682
Chris,11799,11800,16,0,1318,2681
Chris,25201,18400,24,1,1319,2681
Gillian,11400,9400,12,4,1319,2684
Joan,25100,12600,18,2,1319,2683
Chris,30798,15400,20,0,1320,2681
Monica,11201,10400,17,1,1320,2686
Susan,11599,20400,17,2,1320,2685
Chris,8799,10400,19,2,1321,2681
Connie,5,6000,12,4,1321,2688
Michael,2700,7200,10,3,1321,2687
Chris,24902,12600,19,3,1322,2681
Liz,19400,11400,11,1,1322,2690
Jim,25550,10600,17,5,1322,2689
Mike,5001,5500,18,4,1323,2693
Brian,5550,5300,20,8,1323,2692
Eileen,2500,2800,13,4,1323,2691
Brian,0,1900,13,8,1324,2692
John,4400,8400,18,2,1324,2695
Charlotte,50,2300,12,5,1324,2694
John,5400,3700,20,6,1325,2695
Seth,5399,8800,19,0,1325,2697
Liz,6600,7600,16,2,1325,2696
Liz,4500,4800,17,7,1326,2696
Mick,300,7100,14,1,1326,2699
Eric,400,7900,22,2,1326,2698
Liz,4200,4700,18,3,1327,2696
Steve,4599,7800,22,2,1327,2701
Sandy,1,3700,10,1,1327,2700
Steve,14601,10800,30,3,1328,2701
Martin,5200,4500,13,3,1328,2703
Carole,4400,2400,11,3,1328,2702
Steve,10800,12900,34,5,1329,2701
Scott,4000,2000,10,1,1329,2705
Linda,1400,3400,6,0,1329,2704
Steve,4800,9200,28,5,1330,2701
Robert,10950,6700,16,2,1330,2707
Ned,1300,1300,7,4,1330,2706
Robert,6600,8100,23,2,1331,2707
Max,500,3200,9,0,1331,2709
Pat,1900,9800,21,1,1331,2708
Robert,100,2800,15,4,1332,2707
Matt,7500,2800,13,5,1332,2711
Barbara,5399,8100,22,3,1332,2710
Matt,3100,5500,16,2,1333,2711
Joel,5701,3200,13,4,1333,2713
Scott,4999,8500,19,2,1333,2712
Jim,13500,9800,16,3,1334,2689
Caroline,8000,4200,13,8,1334,2715
Dave,20001,11800,18,3,1334,2714
Larry,5700,2900,12,6,1335,2716
Susan,0,3900,14,3,1335,2717
Richard,7800,4900,18,6,1335,2718
Richard,10401,7000,17,2,1336,2718
Marian,1,2800,9,3,1336,2720
Scott,0,5200,16,4,1336,2719
Richard,5601,5800,19,3,1337,2718
Maureen,0,3000,17,5,1337,2722
Bob,2500,3200,9,3,1337,2721
Richard,11100,8900,27,5,1338,2718
Yaier,1,5100,17,3,1338,2724
Donna,0,3900,8,0,1338,2723
Richard,5401,5200,18,6,1339,2718
Eileen,2000,1100,7,4,1339,2726
Bob,120,2700,13,3,1339,2725
Dave,16200,19400,27,2,1340,2714
Cobra,3200,3600,12,6,1340,2728
Jane,1,7200,12,5,1340,2727
Chris,150,7600,10,1,1341,2731
Jessie,3999,8400,16,4,1341,2730
William,11200,13000,18,2,1341,2729
Sarah,1700,3100,8,2,1342,2734
Leah,11000,10200,24,1,1342,2733
Robin,5,1300,11,3,1342,2732
Leah,8600,4300,16,2,1343,2733
Pete,4600,7400,16,1,1343,2736
Mary Ann,500,3900,16,1,1343,NA
Leah,12000,6000,19,2,1344,2733
Jim,0,5700,14,3,1344,2738
Todd,2999,7300,21,2,1344,2737
Leah,11201,8500,23,0,1345,2733
Debbie,0,3900,8,1,1345,2740
Eytan,5399,7100,18,3,1345,2739
Leah,16001,11300,25,2,1346,2733
Steve,15900,7400,19,3,1346,2742
Michelle,2800,1400,5,1,1346,2741
Bob,22900,20500,22,3,1347,1937
Bruce,0,7500,6,0,1347,2745
Steve,19800,11900,15,3,1347,2744
Ouida,0,6900,10,3,1347,2743
Tom,20601,12000,14,1,1349,2751
Leah,13300,10300,10,0,1349,2750
Lionel,-500,800,8,6,1349,2749
Roger,25201,11200,20,5,1349,2469
Dave,3599,6400,18,4,1350,2714
Shane,0,2400,10,7,1350,2753
Jeff,8401,14000,22,7,1350,2752
Jeff,27100,12200,18,3,1351,2752
Julie,1,7000,9,2,1351,2755
Özgün,13999,15200,21,2,1351,NA
Brian,22200,21400,22,2,1352,2756
Ben,0,6400,16,4,1352,2757
Kathy,-3000,-2000,6,7,1352,2758
Max,0,7600,10,1,1353,2761
Trevor,18000,15000,21,5,1353,2760
Mark,16799,14800,20,3,1353,2759
Jill,14400,8400,11,1,1354,2770
Travis,2599,10000,16,5,1354,2763
Mark,0,7400,14,3,1354,2762
Jason,-2000,-200,11,7,1355,2766
Mark,19205,17600,26,5,1355,2765
Jackie,0,2600,9,3,1355,2764
Eric,0,9000,10,0,1356,2769
Alan,20400,21000,25,2,1356,2768
Kyle,0,4800,16,4,1356,2767
Brian,799,16800,21,2,1357,2756
Mark,101,14800,22,4,1357,2765
Max,5,7000,10,2,1357,2761
Alan,13000,15000,15,1,1358,2768
Mark,30001,18400,28,6,1358,2759
Jill,7900,8400,12,2,1358,2770
Trevor,9599,17000,21,3,1359,2760
Travis,10300,5200,12,2,1359,2763
Eric,20300,9800,14,3,1359,2769
Mark,22400,17200,26,2,1360,2759
Eric,7300,9800,10,3,1360,2769
Brian,15000,19000,20,3,1360,2756
Carol,2900,5200,14,1,1362,2773
Donna,0,2100,6,1,1362,2772
Regis,2300,4300,15,3,1362,2771
Regis,12600,10600,12,1,1363,2776
Nancy,4600,8000,12,2,1363,2775
Carson,12599,10800,13,3,1363,2774
Doug,18200,9200,15,2,1364,2779
Jane,5600,10400,15,3,1364,2778
Curt,0,3800,7,2,1364,2777
Sam,12000,8000,13,2,1365,2782
