"round","col","row","i","name","score","uid"
1,4,3,21,"Kermin",600,48
2,6,2,36,"Kermin",2200,48
2,5,4,58,"Kermin",5,48
1,2,4,16,"Jeff",1500,49
2,4,3,50,"Amanda",1800,49
2,1,4,44,"Vicky",-2000,49
1,5,5,20,"Matt",1800,50
2,3,4,59,"Matt",-1200,50
2,1,5,46,"Matt",-1400,50
1,5,4,29,"Lily",1600,51
2,2,4,49,"Lily",-2000,51
2,6,4,35,"Lindsey",-2000,51
1,3,4,12,"Rachel",1000,52
2,3,4,39,"Rachel",3000,52
2,6,4,50,"Rachel",2800,52
1,1,5,11,"Casey",4200,53
2,6,2,40,"Ari",-2500,53
2,5,4,49,"Casey",-4400,53
1,3,4,14,"Lily",2000,54
2,3,3,44,"Rachel",1600,54
2,6,4,59,"Lily",3000,54
1,5,5,25,"Kermin",1000,55
2,1,3,43,"Kermin",2000,55
2,5,4,34,"Lindsey",2000,55
1,3,4,26,"Kermin",2000,56
2,6,4,36,"Kermin",2000,56
1,1,4,29,"Ken",4000,58
2,6,3,56,"Ken",13200,58
2,5,4,54,"Ken",-6600,58
1,3,3,8,"Ken",2200,59
2,1,3,38,"Whitney",-6200,59
2,3,3,46,"Ken",8600,59
1,5,5,11,"Ken",2000,60
2,6,2,33,"Andrew",2000,60
2,1,4,41,"Ken",9800,60
1,1,5,11,"Ken",1600,61
2,6,2,51,"Rob",2400,61
2,3,4,48,"Rob",-7800,61
1,3,4,19,"Ken",3000,62
2,3,4,51,"Ken",-4800,62
2,4,4,44,"Ken",-5400,62
1,6,5,5,"Nancy",1000,63
2,5,2,44,"Nathan",-1900,63
2,3,5,56,"Nancy",-2200,63
1,6,3,28,"Sherri",-1000,64
2,1,4,53,"Josh",2000,64
2,3,5,50,"Sherri",-4000,64
1,4,3,3,"Katie",1000,65
2,3,4,59,"Kord",-2000,65
2,5,4,41,"Katie",2000,65
1,5,5,28,"Andy",3000,66
2,4,3,56,"Andy",3000,66
2,6,5,51,"Dennis",2800,66
1,3,3,21,"Shelley",-3800,67
2,3,3,57,"Dennis",-200,67
2,4,4,49,"Jackie",2200,67
1,1,4,19,"Alex",1000,68
2,3,3,33,"Megan",4000,68
2,5,4,45,"Megan",5000,68
1,1,4,20,"Tom",6600,69
2,1,4,40,"Karen",-1500,69
2,5,4,53,"Tom",8000,69
1,4,5,10,"Tom",4000,70
2,3,3,55,"Colette",-1000,70
2,5,3,34,"Tom",-7000,70
1,5,5,27,"Snow",-2400,71
2,4,3,56,"David",-3000,71
2,1,5,50,"Snow",-1800,71
1,1,4,5,"Robert",1000,72
2,4,3,41,"Joel",5000,72
2,3,4,44,"Robert",-10000,72
1,6,5,30,"Ethan",-1000,73
2,1,4,56,"Maureen",-2000,73
2,5,4,59,"Joel",-200,73
1,5,4,16,"Cliff",2800,74
2,4,3,59,"Grayson",700,74
2,1,5,48,"Joel",-3000,74
1,1,4,24,"Grayson",-1400,75
2,2,4,55,"Harry",-7500,75
2,4,4,43,"Grayson",2000,75
1,6,3,3,"Lyle",1000,76
2,1,3,43,"Lyle",2500,76
2,5,4,54,"Grayson",2800,76
1,1,3,3,"Dale",1000,77
2,1,3,42,"Lyle",-5000,77
2,3,4,58,"Lyle",-1500,77
1,6,5,5,"Hugh",1200,78
2,2,4,34,"David",2000,78
2,6,5,45,"David",-4000,78
1,6,3,8,"Janine",-100,79
2,3,3,48,"Andrew",1600,79
2,1,5,45,"Andrew",2000,79
1,4,4,24,"Janine",-1000,80
2,1,4,33,"Brent",-1500,80
1,1,4,21,"Eric",-400,81
2,6,1,35,"Eric",400,81
2,2,3,42,"Dave",1000,81
1,3,5,20,"Aaron",-1600,82
2,1,5,45,"Hugh",6000,82
2,4,5,57,"Hugh",3000,82
1,2,4,24,"Michael",300,83
2,3,2,33,"Frank",-200,83
2,2,4,48,"Richard",1200,83
1,6,2,13,"Zeke",100,84
2,5,3,53,"Zeke",2000,84
2,3,4,48,"Bob",-1600,84
2,5,4,41,"Jonathan",2500,85
2,6,4,52,"Keith",-2300,85
1,3,5,20,"Cathy",-600,86
2,1,4,36,"Bill",-400,86
2,5,4,51,"Bill",1000,86
1,4,3,22,"Catherine",1400,87
2,2,4,34,"Aaron",2500,87
2,3,4,49,"Catherine",2000,87
1,5,4,6,"Pat",-500,88
2,2,3,34,"Pat",-1900,88
2,4,5,48,"Pat",1400,88
1,3,4,29,"Aaron",-2400,89
2,3,4,35,"Aaron",2400,89
2,1,5,48,"David",-2200,89
1,6,5,26,"Michelle",1000,90
2,5,3,55,"Adam",1300,90
2,1,5,59,"Adam",-1400,90
1,3,4,20,"Aaron",-1500,91
2,1,4,42,"Dan",4000,91
2,4,4,34,"Aaron",-2300,91
1,6,3,9,"Doug",-500,92
2,6,2,36,"Doug",1000,92
2,4,4,41,"John",1000,92
1,5,5,9,"Richard",600,93
2,2,2,55,"Richard",3300,93
2,3,4,47,"Dave",1183,93
1,4,4,16,"Larry",-2500,94
2,1,4,56,"Larry",-6000,94
2,6,4,50,"Eric",2000,94
1,1,4,5,"Eric",-500,95
2,6,2,37,"Doug",4500,95
2,4,3,48,"Eric",2500,95
1,5,4,14,"Michael",-2000,96
2,3,3,37,"Kerry",-2000,96
2,4,5,34,"Michael",3200,96
1,3,5,30,"Kerry",2400,97
2,1,3,38,"David",2000,97
2,4,3,46,"Kerry",2400,97
1,4,3,23,"Kerry",1000,98
2,5,4,52,"Chris",2500,98
2,1,5,60,"Kerry",5600,98
1,3,3,26,"Harry",2000,99
2,1,4,59,"Kerry",1000,99
2,3,5,57,"Kerry",1000,99
1,4,3,11,"Kerry",1000,100
2,1,2,38,"Kerry",1600,100
2,4,4,45,"Nick",2000,100
1,6,4,9,"Eugene",1000,101
2,4,2,52,"Michael",2000,101
2,3,3,50,"Doug",800,101
1,4,4,26,"Joshua",1500,102
2,1,4,51,"Joshua",4000,102
2,5,4,59,"Ruchi",-5000,102
1,2,4,4,"Jennie",600,103
2,1,4,39,"Jennie",-3000,103
2,2,4,42,"Jennie",500,103
1,1,5,20,"Jonathan",2000,104
2,5,4,50,"Jonathan",2500,104
2,4,5,55,"Alex",2500,104
1,1,3,1,"John",500,105
2,5,1,40,"Bob",3700,105
2,1,3,47,"John",1000,105
1,4,2,19,"Tim",3800,106
2,2,4,41,"Leslie",2500,106
2,3,4,46,"Alex",2000,106
1,1,3,3,"Kevin",1000,107
2,4,4,50,"Patricia",2000,107
2,2,5,41,"Kevin",2000,107
1,1,4,14,"Suzanne",200,108
2,4,3,48,"Bud",2000,108
2,2,4,38,"Suzanne",500,108
1,4,3,10,"Barrett",600,109
2,4,3,37,"Barrett",-1200,109
2,1,5,51,"Tom",5000,109
1,1,4,29,"Rosann",1000,110
2,4,4,38,"Rosann",2000,110
2,1,5,58,"Scott",3000,110
1,3,5,30,"Bud",1000,111
2,5,3,59,"Ali",2500,111
2,2,5,50,"Steve",-2000,111
1,6,3,6,"Bob",300,112
2,1,3,51,"Eugene",-1000,112
2,5,4,49,"Eugene",-2000,112
1,1,4,9,"Jen",900,113
2,1,3,33,"Steve",2000,113
2,3,4,44,"Jonathan",-2000,113
1,1,5,21,"Jen",-1500,114
2,1,3,33,"Matt",1500,114
2,6,3,38,"Matt",2000,114
1,4,4,27,"Steve",400,116
2,4,3,57,"Nancy",2000,116
2,5,3,32,"Steve",500,116
1,3,5,23,"Tom",-1800,117
2,1,3,57,"Tom",-1000,117
2,4,5,58,"Tom",-500,117
1,5,3,20,"Bob",-1400,118
2,1,4,53,"Ted",-6000,118
2,6,5,35,"Bob",2000,118
1,2,5,11,"Beverly",1000,119
2,1,5,51,"Shane",1500,119
2,3,5,40,"Shane",2500,119
1,1,5,11,"Michael",1000,120
2,1,2,38,"Michael",1000,120
2,3,5,55,"Michael",2000,120
1,4,4,22,"Rachael",-500,121
2,6,4,35,"Kurt",1000,121
2,2,5,53,"Brian",1900,121
1,5,3,18,"Ruvani",1000,122
2,1,2,57,"Steve",6000,122
2,4,5,45,"Kerri",800,122
1,4,4,9,"Caitlin",-1000,123
2,1,4,39,"Whitney",1000,123
2,5,5,55,"Allan",-800,123
1,3,4,11,"Leszek",700,125
2,5,4,34,"Bruce",1600,125
2,4,5,55,"Leszek",1500,125
1,1,5,21,"Eric",-1000,126
2,3,4,36,"Eric",-1400,126
2,2,5,37,"Eric",1000,126
1,1,5,5,"Peter",800,127
2,5,2,45,"Orlando",2000,127
2,6,5,60,"Orlando",-4000,127
1,4,4,15,"Murdock",-1000,128
2,1,4,39,"Frank",4000,128
2,2,4,52,"Frank",7000,128
1,6,4,9,"Wes",1500,129
2,5,3,41,"Anne",1800,129
2,1,4,36,"Wes",-3000,129
1,1,5,15,"Anne",-1800,130
2,1,3,43,"Anne",2000,130
2,4,4,59,"Steve",-1800,130
1,4,2,17,"Scott",1000,131
2,3,4,44,"Leslie",-2300,131
2,1,5,52,"Jim",-1000,131
1,4,4,13,"Andy",1000,132
2,1,4,39,"Robert",-3000,132
2,3,4,47,"Andy",1500,132
1,3,4,24,"Michael",2000,133
2,3,3,45,"Michael",1000,133
2,1,4,58,"Peter",4600,133
1,4,5,10,"Richard",500,134
2,4,5,54,"Richard",-1000,134
2,5,5,38,"John",1300,134
1,4,2,14,"Ruvani",600,135
2,3,4,46,"Ruvani",1900,135
2,5,5,55,"Wes",-2000,135
1,1,3,13,"David",900,136
2,5,3,34,"Bob",1100,136
2,6,4,45,"Bob",3000,136
1,4,4,22,"Regina",500,137
2,1,4,51,"Regina",-500,137
2,5,5,50,"Regina",-1500,137
1,4,2,7,"Brad",1000,138
2,5,2,33,"Brad",900,138
2,4,5,60,"Annette",-600,138
1,1,3,15,"Wes",800,139
2,3,3,33,"Anne",1600,139
2,4,5,56,"Anne",-1400,139
1,3,5,15,"Eric",800,140
2,1,3,43,"Brad",1000,140
2,2,3,38,"Eric",1000,140
1,1,4,5,"Eric",800,142
2,5,3,42,"Leslie",-6000,142
2,1,4,39,"Leslie",3500,142
1,5,5,22,"Tom",-1100,143
2,3,4,54,"Tom",1000,143
2,6,4,51,"Tom",-3500,143
1,5,4,27,"Michael",3000,144
2,1,4,46,"Rachael",-1400,144
2,5,4,59,"Michael",3000,144
1,1,5,8,"Brad",500,145
2,1,3,45,"Brad",1000,145
2,3,5,50,"Brad",1000,145
1,4,3,5,"Babu",1000,146
2,4,3,58,"Babu",2800,146
2,5,3,33,"Arthur",-5400,146
1,1,4,15,"Jim",-1300,147
2,2,4,59,"Brad",2000,147
2,3,4,39,"Brad",1000,147
1,1,5,7,"Leslie",1000,148
2,3,4,50,"Leslie",-1600,148
2,6,4,41,"Roy",2000,148
1,4,4,8,"Alan",1200,149
2,3,2,51,"Janet",-1200,149
2,2,4,39,"Alan",-5000,149
1,4,5,21,"Mark",-1500,150
2,5,3,34,"Doug",1000,150
2,3,4,57,"Mark",-2001,150
1,4,5,28,"Bob",1500,151
2,3,3,48,"Tom",1000,151
2,5,4,34,"Bob",1300,151
1,4,4,25,"Frank",2000,152
2,5,5,42,"Frank",3500,152
2,6,5,56,"Lionel",2600,152
1,5,3,9,"David",1200,153
2,3,2,39,"Vinita",2000,153
2,4,2,42,"David",3600,153
1,5,5,25,"Frank",500,154
2,6,4,44,"Frank",3000,154
2,4,5,60,"Leslie",-1000,154
1,2,5,23,"Michael",3600,155
2,2,4,59,"Sahir",1500,155
2,1,5,35,"Sahir",-2000,155
1,4,5,5,"Gary",-400,157
2,3,3,49,"Kathryn",1000,157
2,5,5,43,"Gary",500,157
1,5,5,8,"Brian",1000,158
2,4,4,34,"Dan",1400,158
2,5,4,52,"Brian",-4200,158
1,3,4,14,"Richard",600,159
2,1,3,56,"Kate",2400,159
2,2,3,34,"Bruce",3900,159
1,2,4,10,"Roy",-900,160
2,1,4,36,"Barbara-Anne",-2000,160
2,2,4,47,"Roy",-1500,160
1,3,3,14,"Mark",1000,161
2,1,4,34,"Mark",1800,161
2,5,5,40,"Lance",2000,161
1,1,4,29,"Sandra",3400,162
2,5,3,48,"Michael",3900,162
2,4,4,38,"Michael",2000,162
1,5,4,4,"Bernard",200,163
2,1,5,35,"Bernard",2000,163
2,5,5,60,"Jeff",-1000,163
1,6,4,29,"Steven",100,164
2,5,3,41,"Michael",2000,164
2,1,5,54,"Steven",-2500,164
1,1,5,12,"Steve",500,165
2,2,4,59,"Lisa",-2000,165
2,3,5,35,"Michael",1200,165
1,4,3,25,"John",1000,166
2,1,3,56,"John",1600,166
2,4,5,39,"Tom",-2500,166
1,5,3,26,"Sandra",500,167
2,4,4,50,"Bruce",-2000,167
2,2,5,55,"Bruce",1000,167
1,6,5,26,"Tad",1000,168
2,1,4,32,"Al",-3000,168
2,5,5,38,"Leszek",6400,168
1,2,4,22,"Leah",400,169
2,4,3,34,"Ron",800,169
2,1,5,50,"Ron",1000,169
1,6,2,25,"Roy",500,170
2,2,2,50,"Bruce",4000,170
2,4,3,34,"Peggy",900,170
1,2,4,8,"Mark",1100,171
2,5,3,37,"Kate",-4100,171
2,4,4,43,"Mark",-2200,171
1,4,3,8,"Jim",200,172
2,3,4,39,"Jerome",-2000,172
2,5,4,49,"Jerome",2500,172
1,1,3,14,"Greg",800,173
2,6,4,27,"Lois",1000,173
1,6,4,19,"Greg",400,174
2,2,3,33,"Lynne",1000,174
1,5,3,2,"Lee",600,175
2,5,2,37,"Fred",2000,175
2,1,5,55,"Fred",3000,175
1,3,5,15,"Kevin",1800,176
2,4,3,41,"Diane",-400,176
2,6,3,46,"Bruce",1000,176
1,3,5,5,"Gunther",400,177
2,4,3,42,"Gunther",-1000,177
2,1,5,40,"Nancy",-1500,177
1,6,2,24,"Steven",400,178
2,4,3,34,"Sandra",1500,178
2,2,4,57,"Sandra",3000,178
1,4,3,21,"Denise",500,179
2,2,5,51,"Larry",3500,179
2,1,3,44,"Lorrie",-1000,180
2,4,4,38,"Lorrie",3000,180
1,6,5,10,"Sandra",1100,181
2,6,2,54,"Sandra",2500,181
2,2,3,57,"Mark",-1000,181
1,3,5,18,"Ed",-1000,183
2,3,3,31,"Paul",2200,183
2,5,4,54,"Ed",-2000,183
1,4,4,12,"Patrick",500,184
2,3,3,51,"Dan",1000,184
2,5,4,55,"Brian",-1000,184
1,1,3,9,"Grace",2000,185
2,1,2,42,"Keith",4000,185
2,2,3,34,"Keith",-600,185
1,1,4,10,"Michael",1000,186
2,3,2,47,"Ron",3000,186
2,4,3,58,"Michael",-500,186
1,6,4,29,"Ron",600,187
2,4,4,59,"Ann",-1000,187
2,6,5,50,"Michael",-1000,187
1,2,3,20,"Michael",1600,188
2,3,4,55,"Lindsay",-2811,188
2,5,4,45,"Michael",800,188
1,1,3,12,"Ryan",-1000,189
2,6,3,54,"Barbara-Anne",-5600,189
2,1,5,49,"Ryan",1111,189
1,4,5,18,"Mike",1000,190
2,6,4,54,"Mike",500,190
2,1,5,40,"Bob",2500,190
2,1,5,46,"Michelle",500,191
2,6,5,53,"Jane",1000,191
1,3,3,4,"Chris",200,192
2,1,3,38,"Susan",800,192
2,3,5,35,"Chris",2000,192
1,3,5,11,"Mark",-250,193
2,1,5,44,"Mark",-1000,193
2,3,5,60,"Mark",3000,193
1,3,4,4,"Chris",-300,194
2,1,5,46,"Dave",-1000,194
2,4,5,58,"Chris",-600,194
1,3,3,7,"Chris",500,196
2,3,4,38,"Stephanie",1000,196
1,3,5,25,"David",1000,197
2,1,4,32,"David",-800,197
2,6,5,56,"Ryan",500,197
1,1,5,4,"Michael",1000,198
2,2,4,42,"Erik",-5000,198
2,3,5,53,"Erik",5000,198
1,5,5,5,"Chris",-900,199
2,5,3,41,"Sharon",400,199
2,1,5,50,"Chris",-1200,199
1,4,5,26,"Michael",2500,200
2,5,3,45,"Pam",2200,200
2,4,4,55,"Pam",3000,200
1,6,4,16,"John",1200,201
2,4,4,58,"Rebecca",2000,201
2,1,5,49,"John",-1600,201
1,5,5,8,"Andrew",-600,202
2,1,5,33,"Steve",2000,202
2,3,5,45,"Andrew",7000,202
1,5,3,18,"Norm",500,203
2,5,3,40,"Christopher",1000,203
2,4,5,60,"Christopher",300,203
1,6,4,22,"Cori",-600,204
2,5,3,39,"Glen",800,204
2,2,4,47,"Doug",900,204
1,5,5,14,"Jeff",1600,205
2,4,3,58,"Kathy",-2000,205
2,2,5,48,"Jeff",1500,205
1,5,2,16,"Eddie",1100,206
2,4,3,39,"Becky",-1000,206
2,2,4,46,"Keith",2000,206
1,2,5,15,"Chris",-2000,207
2,1,4,34,"Mike",2000,207
2,4,5,50,"Chris",-3500,207
1,2,5,4,"Doug",1000,208
2,1,2,48,"Leah",5000,208
2,4,2,42,"Doug",4000,208
1,3,2,7,"Christopher",500,209
2,2,2,41,"Christopher",-2400,209
2,5,5,48,"Christopher",2000,209
1,4,5,20,"Eric",1500,210
2,5,2,53,"Steve",5000,210
2,6,4,34,"Janice",1500,210
1,1,3,3,"Eric",500,211
2,3,4,34,"Jennifer",2000,211
2,6,4,59,"Eric",-1200,211
1,3,4,18,"BobCat",1300,212
2,4,3,52,"Andrew",5000,212
2,5,5,60,"Andrew",-1200,212
1,3,5,17,"BobCat",1800,213
2,2,4,59,"Merle",1500,213
2,4,5,50,"Merle",-1500,213
1,3,4,13,"Carol",-300,214
2,3,3,54,"Boze",3000,214
2,2,4,41,"Boze",-1900,214
1,1,4,25,"Boze",-500,215
2,3,2,48,"Bridget",2000,215
2,2,3,31,"Boze",1000,215
1,5,3,28,"Bridget",1000,216
2,3,4,40,"Rob",-900,216
2,4,4,57,"Rob",-800,216
1,2,4,9,"Bill",500,217
2,4,3,58,"David",3000,217
2,5,3,48,"Maryanne",2000,217
1,2,3,18,"Maryanne",800,218
2,2,4,46,"Michael",3000,218
2,3,5,42,"Maryanne",-2000,218
1,1,2,2,"Jonathan",1000,219
2,2,4,46,"Eddie",2000,219
2,6,5,52,"Jonathan",4800,219
1,4,3,12,"Joyce",-500,220
2,1,4,52,"Grace",600,220
2,2,5,40,"Grace",-500,220
1,3,4,14,"Dan",1000,221
2,4,4,50,"Brian",6000,221
2,3,5,55,"Dan",5000,221
1,6,5,30,"Per Gunnar",600,222
2,1,3,53,"Michael",2000,222
2,5,3,48,"Per Gunnar",3500,222
1,1,4,10,"Jerry",-1800,224
2,2,3,38,"Julia",5000,224
2,3,4,34,"Ken",2000,224
1,3,3,20,"Bill",1000,225
2,5,2,47,"Russ",3600,225
2,1,4,59,"Robert",900,225
1,4,4,9,"Lori",500,226
2,6,4,44,"Paul",750,226
2,4,5,40,"Lori",-1600,226
1,3,5,16,"John",-2000,227
2,3,4,41,"Shane",3000,227
2,1,5,38,"Shane",-2000,227
1,4,4,6,"Bradley",800,228
2,2,3,33,"Bradley",2000,228
2,5,4,57,"Bradley",-2200,228
1,4,3,8,"Bradley",-100,229
2,6,4,57,"Kim",1200,229
2,5,5,53,"Kim",2000,229
1,6,3,3,"Pat",500,230
2,2,4,56,"Pat",4000,230
2,5,5,38,"Pat",4000,230
1,4,3,8,"Lisa",500,231
2,1,3,48,"Pat",-1000,231
2,5,3,33,"Pat",2100,231
1,3,4,10,"Pat",900,232
2,3,3,43,"Pat",-1400,232
2,4,3,38,"Pat",1300,232
1,1,4,25,"Michael",3000,233
2,5,4,51,"Jeff",6000,233
2,1,5,37,"Jeff",-2200,233
1,6,4,4,"Harry",500,234
2,1,4,46,"Harry",2000,234
2,4,4,54,"Lynne",1000,234
1,3,5,21,"Steve",-1800,235
2,2,2,52,"Brad",-2000,235
2,3,4,56,"Steve",-6000,235
1,5,5,17,"Pat",1300,236
2,4,4,36,"Pat",4000,236
2,6,5,41,"Pat",-6000,236
1,3,5,22,"Tom",-1200,237
2,1,3,58,"Tom",-1600,237
2,4,3,36,"Eugene",-4000,237
1,3,4,22,"John",1600,238
2,6,3,43,"Bob",4000,238
2,4,5,60,"John",2800,238
1,1,4,9,"Pamela",1000,239
2,3,4,54,"Michael",2000,239
2,2,5,35,"Dave",1000,239
1,6,5,29,"Shawn",1000,240
2,2,4,39,"Shawn",2000,240
2,4,5,60,"Shawn",2000,240
1,3,4,14,"Courtney",900,241
2,4,4,44,"Courtney",1500,241
2,3,5,55,"Fred",2000,241
1,3,4,24,"Fraser",2000,242
2,6,3,46,"Fraser",-3000,242
2,1,4,48,"Bill",3000,242
1,1,3,28,"Pat",-1400,243
2,4,3,40,"Kyle",2000,243
2,6,4,51,"Bernie",4000,243
1,6,4,26,"Brian",-1000,244
2,5,2,40,"Brian",-1000,244
2,3,4,37,"Fred",1000,244
1,6,3,13,"Rick",-2400,245
2,3,2,44,"Craig",-4400,245
2,2,5,60,"Craig",800,245
1,1,5,19,"Chuck",-500,246
2,4,3,40,"Chuck",1500,246
2,6,4,35,"Chuck",2000,246
1,5,5,29,"Gina",-500,247
2,5,3,37,"Fred",1500,247
2,1,5,51,"Fred",1000,247
1,1,4,10,"Graham",1000,248
2,1,4,34,"Graham",-1600,248
2,4,4,40,"Tom",2000,248
1,3,4,4,"Scott",400,249
2,3,4,56,"Karen",1000,249
2,4,5,58,"Karen",1000,249
1,5,4,24,"Bob",1400,250
2,3,3,40,"Kurt",800,250
2,5,4,54,"Matt",4000,250
1,2,4,14,"Ayofemi",-400,251
2,4,4,51,"Mike",-1800,251
2,2,5,56,"Ayofemi",-2000,251
1,3,4,27,"Brien",500,252
2,5,3,55,"Cindy",600,252
2,2,4,35,"Michael",2000,252
1,1,4,25,"Atish",-700,253
2,3,4,52,"Dan",2000,253
2,2,5,40,"Atish",2000,253
1,4,4,25,"Dan",700,254
2,2,3,39,"Dan",1000,254
2,4,5,48,"Karen",2000,254
1,6,4,4,"April",1000,255
2,4,5,35,"April",3000,255
2,5,5,57,"April",1000,255
1,2,3,19,"Wayne",-100,256
2,3,5,55,"Wayne",1500,256
2,5,5,48,"Dan",1200,256
1,2,3,7,"Hap",500,257
2,6,2,37,"Dan",2000,257
2,5,4,46,"Dan",3000,257
1,4,4,19,"Lan",2000,258
2,3,2,56,"Lan",-1500,258
2,1,5,35,"Lan",2500,258
1,4,4,29,"Mark",200,259
2,5,3,38,"Paul",1200,259
2,6,4,42,"Dave",1800,259
1,6,4,7,"Michael",1000,260
2,5,2,33,"Bill",-3000,260
2,4,3,43,"Michael",1000,260
1,1,5,13,"Kim",500,261
2,2,2,51,"Kim",-100,261
2,4,5,56,"Paul",-1000,261
1,5,3,8,"Trevor",1200,262
2,2,2,37,"Phil",-1600,262
2,1,5,32,"Phil",1800,262
1,5,3,13,"Scott",900,263
2,2,3,53,"Franco",5000,263
2,4,3,49,"Kimberly",-2600,263
1,1,4,21,"Bill",1000,264
2,2,2,52,"Dan",2700,264
2,3,3,58,"Bill",-4000,264
1,3,2,25,"David",-1000,265
2,1,4,34,"David",1000,265
2,4,4,59,"Frank",4000,265
1,1,5,21,"Steven",1000,266
2,5,3,39,"David",4000,266
